AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,Precipitation,WindSpeed,event_timestamp,month,weekday,season_idx,month_sin,month_cos,day_sin,day_cos,log_PM2.5,log_CO,pm_ratio,AQI_lag_1,AQI_lag_2,PM2.5_lag_1,PM10_lag_1,NO2_lag_1,SO2_lag_1,CO_lag_1,O3_lag_1,AQI_roll_mean_3,AQI_roll_std_3,AQI_roll_mean_7,AQI_diff,PM2.5_diff,PM10_diff,NO2_diff,SO2_diff,CO_diff,O3_diff,temp_diff,hum_diff,target_aqi_1d,target_aqi_2d,target_aqi_3d
84.375,30.221,49.238,30.379,24.283,630.125,68.208,23.529,81.625,0.0,15.046,2023-02-26,2,7,1,0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,3.441090945323832,6.44750394117908,0.6137739144563142,90.167,95.917,27.838,56.529,28.438,20.946,575.708,61.542,90.153,5.77101273608077,97.375,-5.792000000000002,2.382999999999999,-7.291000000000004,1.9410000000000025,3.3369999999999997,54.41700000000003,6.665999999999997,0.3500000000000014,2.4170000000000016,118.167,118.917,129.5
118.167,42.504,69.379,38.492,32.708,896.958,95.708,23.167,83.958,0.0,12.862,2023-02-27,2,1,1,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,3.7728528878901146,6.800123296607085,0.612634947174217,84.375,90.167,30.221,49.238,30.379,24.283,630.125,68.208,97.56966666666666,18.071370211838925,99.11914285714285,33.792,12.282999999999998,20.141000000000005,8.112999999999996,8.424999999999997,266.83299999999997,27.5,-0.3619999999999983,2.3329999999999984,118.917,129.5,162.542
118.917,39.65,66.071,37.358,28.933,799.875,81.667,23.017,82.958,0.0,14.283,2023-02-28,2,2,1,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,3.7049988359938197,6.685704879959186,0.6001120007264912,118.167,84.375,42.504,69.379,38.492,32.708,896.958,95.708,107.153,19.729890724482107,98.86328571428571,0.75,-2.853999999999999,-3.308000000000007,-1.1340000000000003,-3.7749999999999986,-97.08299999999997,-14.040999999999997,-0.15000000000000213,-1.0,129.5,162.542,169.792
129.5,55.1315,115.996,36.546,27.783,937.25,100.083,23.529,79.417,0.0,9.908,2023-03-01,3,3,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,4.319486116198983,6.84401643801513,0.6392461809027898,118.917,118.167,39.65,66.071,37.358,28.933,799.875,81.667,122.19466666666666,6.337708287175796,101.69657142857143,10.582999999999998,34.50000000000001,49.925,-0.8119999999999976,-1.1499999999999986,137.375,18.415999999999997,0.5120000000000005,-3.540999999999997,162.542,169.792,174.542
162.542,55.1315,96.0,23.683,27.796,681.375,125.043,26.338,48.042,0.0,15.146,2023-03-02,3,4,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,4.159991843457956,6.525579360101922,0.6569895833333333,129.5,118.917,74.15,115.996,36.546,27.783,937.25,100.083,136.98633333333333,22.755637682414775,114.22642857142857,33.042,-11.079000000000008,-19.995999999999995,-12.863,0.012999999999998124,-255.875,26.292,2.809000000000001,-31.375,169.792,174.542,189.417
169.792,55.1315,110.438,28.333,32.696,699.625,125.043,26.108,51.292,0.0,12.362,2023-03-03,3,5,2,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,4.3120868864692,6.551972793826424,0.6664010576069831,162.542,129.5,63.071,96.0,23.683,27.796,681.375,126.375,153.94466666666668,21.47782394315899,124.78,7.25,10.525000000000006,14.438000000000002,4.649999999999999,4.899999999999999,18.25,3.8329999999999984,-0.23000000000000043,3.25,174.542,189.417,201.208
174.542,55.1315,90.404,25.917,29.688,750.458,125.043,26.037,50.083,0.0,15.267,2023-03-04,3,6,2,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,4.119232277729879,6.622015319407671,0.669350913676386,169.792,162.542,73.596,110.438,28.333,32.696,699.625,130.208,168.9586666666667,6.043246919771845,136.83357142857145,4.75,-13.084000000000003,-20.034000000000006,-2.415999999999997,-3.007999999999999,50.83299999999997,11.084000000000003,-0.0710000000000015,-1.2090000000000032,189.417,201.208,184.583
189.417,55.1315,115.979,38.321,36.217,1175.583,125.043,25.796,50.333,0.0,14.588,2023-03-05,3,7,2,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,4.392743998015077,7.070369753915301,0.6885901758076893,174.542,169.792,60.512,90.404,25.917,29.688,750.458,141.292,177.917,10.23856068986247,151.83957142857142,14.875,19.349999999999994,25.575000000000003,12.403999999999996,6.529,425.1250000000001,16.083,-0.24099999999999966,0.25,201.208,184.583,190.833
201.208,55.1315,118.521,41.496,36.319,1318.25,125.043,25.354,56.375,0.0,13.175,2023-03-06,3,1,2,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,4.39430099554927,7.184818672285777,0.6748846196032771,189.417,174.542,79.862,115.979,38.321,36.217,1175.583,157.375,188.38899999999998,13.362689736725729,163.70257142857145,11.790999999999997,0.12600000000000477,2.5420000000000016,3.1750000000000043,7.041000000000004,142.66699999999992,13.667000000000002,-0.44200000000000017,6.042000000000002,184.583,190.833,208.417
184.583,55.1315,103.462,49.838,36.319,1305.458,125.043,24.696,70.875,0.0,12.775,2023-03-07,3,2,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,4.205990284521941,7.175074937486422,0.638756258336394,201.208,189.417,79.988,118.521,41.496,43.258,1318.25,171.042,191.736,8.551665159487625,173.08342857142858,-16.625,-13.900999999999996,-15.058999999999997,8.341999999999999,6.3629999999999995,-12.791999999999916,-33.125,-0.6579999999999977,14.5,190.833,208.417,214.625
190.833,55.1315,119.752,52.8655,36.319,1606.958,125.043,24.746,73.042,0.0,11.221,2023-03-08,3,3,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,4.64659040153846,7.382720329994809,0.6743511520195454,184.583,201.208,66.087,103.462,49.838,49.621,1305.458,137.917,192.208,8.397358215533883,181.84528571428572,6.25,37.141999999999996,49.617000000000004,3.4739999999999966,10.845999999999997,301.5,53.833,0.04999999999999716,2.1670000000000016,208.417,214.625,160.833
208.417,55.1315,119.752,52.8655,36.319,1663.167,125.043,25.867,59.875,0.0,11.871,2023-03-09,3,4,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,4.79389619045504,7.417079976922291,0.6843392356171115,190.833,184.583,103.229,153.079,53.312,60.467,1606.958,191.75,194.611,12.35798737659145,188.39885714285714,17.584000000000003,16.542,21.937999999999988,2.475999999999999,-16.412999999999997,56.20899999999983,8.875,1.1210000000000022,-13.167000000000002,214.625,160.833,154.875
214.625,55.1315,119.752,52.8655,36.319,1358.25,125.043,25.787,55.542,0.0,12.608,2023-03-10,3,5,2,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,4.478041111857117,7.21468835602603,0.6899169519462407,208.417,190.833,119.771,175.017,55.788,44.054,1663.167,200.625,204.625,12.340958795814458,194.80357142857142,6.207999999999998,-32.709,-48.825,-0.0759999999999934,0.6340000000000003,-304.9169999999999,-20.792,-0.08000000000000185,-4.332999999999998,160.833,154.875,158.167
160.833,55.1315,100.388,52.8655,36.319,1373.5,99.583,25.392,63.0,0.0,11.812,2023-03-11,3,6,2,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,4.245089448914526,7.2258453076053,0.684962346097143,214.625,208.417,87.062,126.192,55.712,44.688,1358.25,179.833,194.625,29.42888485824758,192.8451428571429,-53.792,-18.299999999999997,-25.803999999999988,7.329999999999998,6.428999999999995,15.25,-80.25,-0.3949999999999996,7.457999999999998,154.875,158.167,114.625
154.875,55.1315,84.312,52.8655,36.319,1294.208,76.708,25.725,63.083,0.0,14.125,2023-03-12,3,7,2,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,4.070017716064364,7.166426578996605,0.6826786222601765,160.833,214.625,68.762,100.388,63.042,51.117,1373.5,99.583,176.77766666666665,32.911850773442275,187.91057142857144,-5.957999999999998,-11.204,-16.076000000000008,-1.4500000000000028,-0.24199999999999733,-79.29199999999992,-22.875,0.33300000000000196,0.08299999999999841,158.167,114.625,87.792
158.167,48.267,73.717,46.529,36.319,1136.083,113.667,24.983,71.792,0.0,13.15,2023-03-13,3,1,2,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3.897254485722968,7.036221490206723,0.6547607743125738,154.875,160.833,57.558,84.312,61.592,50.875,1294.208,76.708,157.95833333333334,2.984476056754056,181.76185714285717,3.2920000000000016,-9.290999999999997,-10.594999999999999,-15.062999999999995,-3.478999999999999,-158.125,36.959,-0.7420000000000009,8.709000000000003,114.625,87.792,76.708
114.625,31.442,49.758,40.488,36.319,830.75,63.25,23.979,81.208,0.0,12.946,2023-03-14,3,2,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,3.479453879627923,6.723531914898586,0.6318983881988826,158.167,154.875,48.267,73.717,46.529,47.396,1136.083,113.667,142.55566666666667,24.244606025533642,171.76785714285714,-43.542,-16.825000000000003,-23.958999999999996,-6.041000000000004,-10.899999999999999,-305.3330000000001,-50.417,-1.0040000000000013,9.415999999999997,87.792,76.708,80.708
87.792,25.133,45.496,18.612,19.121,448.75,73.958,25.067,80.083,0.0,14.279,2023-03-15,3,3,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3.2631988835048644,6.108691872830643,0.5524221909618428,114.625,158.167,31.442,49.758,40.488,36.496,830.75,63.25,120.19466666666666,35.516560170339524,157.04771428571425,-26.833,-6.309000000000001,-4.2620000000000005,-21.876,-17.375000000000004,-382.0,10.707999999999998,1.088000000000001,-1.125,76.708,80.708,135.375
76.708,23.383,42.554,21.692,20.217,505.875,74.417,25.517,80.333,0.0,13.938,2023-03-16,3,4,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,3.1938861681645947,6.2282644248696775,0.5494900596888659,87.792,114.625,25.133,45.496,18.612,19.121,448.75,73.958,93.04166666666667,19.495998880112673,138.23214285714286,-11.084000000000003,-1.75,-2.942,3.080000000000002,1.096,57.125,0.4590000000000032,0.4499999999999993,0.25,80.708,135.375,161.458
80.708,26.287,44.779,27.921,25.967,623.542,83.542,25.588,79.583,0.0,13.138,2023-03-17,3,5,2,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,3.3064103983000326,6.437018581107239,0.587038567185511,76.708,87.792,23.383,42.554,21.692,20.217,505.875,74.417,81.736,5.6130519327745745,119.10114285714288,4.0,2.904,2.2250000000000014,6.228999999999999,5.75,117.66700000000003,9.125,0.0710000000000015,-0.75,135.375,161.458,103.583
135.375,54.367,84.562,38.208,36.319,912.958,125.043,25.379,66.25,0.0,11.279,2023-03-18,3,6,2,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,4.013983748402613,6.817784618538375,0.642924717958421,80.708,76.708,26.287,44.779,27.921,25.967,623.542,83.542,97.597,32.77778154482118,115.46428571428571,54.667,28.08,39.782999999999994,10.286999999999999,17.408,289.41599999999994,45.166,-0.20899999999999963,-13.332999999999998,161.458,103.583,70.208
161.458,44.858,73.638,30.662,36.319,752.208,123.333,24.883,69.208,0.0,12.417,2023-03-19,3,7,2,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,3.825549665488802,6.6243414180755025,0.6091691789565169,135.375,80.708,54.367,84.562,38.208,43.375,912.958,128.708,125.847,41.209558514985474,116.40471428571428,26.083,-9.509,-10.923999999999992,-7.545999999999999,-2.3830000000000027,-160.75,-5.375,-0.4960000000000022,2.9579999999999984,103.583,70.208,64.0
103.583,25.862,51.312,22.596,26.208,523.542,84.542,24.554,76.917,0.0,8.179,2023-03-20,3,1,2,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3.2907126484868834,6.262525500893527,0.5040146554412224,161.458,135.375,44.858,73.638,30.662,40.992,752.208,123.333,133.47199999999998,28.984391713472437,108.607,-57.875,-18.996,-22.326000000000008,-8.065999999999999,-14.783999999999999,-228.66599999999994,-38.791,-0.3290000000000006,7.709000000000003,70.208,64.0,64.792
70.208,18.662,39.992,15.296,14.862,363.0,67.125,25.092,71.042,0.0,14.004,2023-03-21,3,2,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,2.9786878389447327,5.8971538676367405,0.46664332866573316,103.583,161.458,25.862,51.312,22.596,26.208,523.542,84.542,111.74966666666666,46.16991941008072,102.26171428571429,-33.375,-7.199999999999999,-11.32,-7.300000000000001,-11.345999999999998,-160.54200000000003,-17.417,0.5380000000000003,-5.875,64.0,64.792,70.375
64.0,18.658,34.438,14.833,14.354,358.333,67.167,23.867,78.167,0.25,14.454,2023-03-22,3,3,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,2.9784843801444376,5.884249535156618,0.5417852372379348,70.208,103.583,18.662,39.992,15.296,14.862,363.0,67.125,79.26366666666667,21.288665912483996,98.86285714285714,-6.207999999999998,-0.003999999999997783,-5.553999999999995,-0.4629999999999992,-0.5080000000000009,-4.666999999999973,0.04200000000000159,-1.2249999999999979,7.125,64.792,70.375,72.167
64.792,18.525,40.088,13.842,11.975,319.042,59.125,23.442,81.083,0.25,15.571,2023-03-23,3,4,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,2.9716956957257494,5.768452237181244,0.4621083616044701,64.0,70.208,18.658,34.438,14.833,14.354,358.333,67.167,66.33333333333333,3.3788455622241744,97.16057142857143,0.7920000000000016,-0.13300000000000267,5.649999999999999,-0.9909999999999997,-2.3789999999999996,-39.291000000000054,-8.042000000000002,-0.4250000000000007,2.915999999999997,70.375,72.167,93.875
70.375,18.383,49.104,10.508,7.975,265.333,114.292,24.408,59.958,0.0,23.858,2023-03-24,3,5,2,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,2.964396393244138,5.5847474055329265,0.37436868686868685,64.792,64.0,18.525,40.088,13.842,11.975,319.042,59.125,66.389,3.474616957310353,95.68442857142857,5.582999999999998,-0.14199999999999946,9.015999999999998,-3.3340000000000014,-4.0,-53.708999999999946,55.167,0.9660000000000011,-21.125,72.167,93.875,101.125
72.167,20.917,47.025,12.404,9.983,320.333,112.875,24.467,67.0,0.0,17.4,2023-03-25,3,6,2,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,3.087262591399582,5.772477968597499,0.44480595427963854,70.375,64.792,18.383,49.104,10.508,7.975,265.333,114.292,69.11133333333333,3.84646543379258,86.65471428571428,1.7920000000000016,2.5340000000000025,-2.0790000000000006,1.8960000000000008,2.008000000000001,55.0,-1.4170000000000016,0.0589999999999975,7.042000000000002,93.875,101.125,88.792
93.875,30.208,57.454,24.796,21.713,597.833,111.583,24.146,75.042,0.0,14.821,2023-03-26,3,7,2,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,3.440674472204355,6.394982761247402,0.5257771434538935,72.167,70.375,20.917,47.025,12.404,9.983,320.333,112.875,78.80566666666667,13.0811475541467,77.0,21.708,9.290999999999997,10.429000000000002,12.392,11.73,277.49999999999994,-1.2920000000000016,-0.32099999999999795,8.042000000000002,101.125,88.792,72.708
101.125,31.662,56.342,29.429,25.621,650.458,100.458,24.629,69.417,0.0,14.967,2023-03-27,3,1,2,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,3.4862123226545516,6.479212927871336,0.5619608817578361,93.875,72.167,30.208,57.454,24.796,21.713,597.833,111.583,89.05566666666668,15.06854078314669,76.64885714285715,7.25,1.4540000000000006,-1.1120000000000019,4.632999999999999,3.9079999999999977,52.625,-11.125,0.48300000000000054,-5.625,88.792,72.708,78.125
88.792,25.521,48.983,14.058,15.962,381.792,94.792,24.546,78.083,0.0,18.467,2023-03-28,3,2,2,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,3.2779368719974045,5.947491760718831,0.5210174958659127,101.125,93.875,31.662,56.342,29.429,25.621,650.458,100.458,94.59733333333334,6.198148621431518,79.30371428571428,-12.332999999999998,-6.140999999999998,-7.359000000000002,-15.370999999999999,-9.658999999999999,-268.666,-5.665999999999997,-0.08300000000000196,8.665999999999997,72.708,78.125,78.542
72.708,21.429,50.917,10.504,12.521,308.917,80.625,25.3,78.125,0.0,20.446,2023-03-29,3,3,2,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,3.1103547643906886,5.736304519694437,0.4208614018893493,88.792,101.125,25.521,48.983,14.058,15.962,381.792,94.792,87.54166666666667,14.249700780485018,80.54771428571429,-16.084000000000003,-4.092000000000002,1.9340000000000046,-3.5540000000000003,-3.440999999999999,-72.875,-14.167000000000002,0.7540000000000013,0.04200000000000159,78.125,78.542,71.708
78.125,23.054,56.525,10.912,13.471,316.042,112.0,25.242,70.917,0.25,18.842,2023-03-30,3,4,2,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,3.180301302888425,5.75903425721454,0.4078549314462627,72.708,88.792,21.429,50.917,10.504,12.521,308.917,80.625,79.875,8.18355906681342,82.45242857142857,5.417000000000002,1.625,5.607999999999997,0.40800000000000125,0.9499999999999993,7.125,31.375,-0.05799999999999983,-7.207999999999998,78.542,71.708,65.542
78.542,23.342,48.625,8.958,9.938,288.292,112.458,25.792,75.917,0.0,20.033,2023-03-31,3,5,2,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,3.192203253452365,5.667436558644329,0.4800411311053984,78.125,72.708,23.054,56.525,10.912,13.471,316.042,112.0,76.45833333333333,3.2545694543761825,83.61914285714286,0.4170000000000016,0.28800000000000026,-7.899999999999999,-1.9540000000000006,-3.5329999999999995,-27.75,0.4579999999999984,0.5500000000000007,5.0,71.708,65.542,68.042
71.708,19.396,37.971,3.462,5.146,168.042,96.333,25.646,74.333,0.0,20.283,2023-04-01,4,6,2,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,3.0153388031929094,5.130147204756977,0.5108108819888864,78.542,78.125,23.342,48.625,8.958,9.938,288.292,112.458,76.125,3.8309122934394133,83.55357142857143,-6.834000000000003,-3.945999999999998,-10.654000000000003,-5.496,-4.792000000000001,-120.24999999999997,-16.125,-0.1460000000000008,-1.5840000000000032,65.542,68.042,82.417
65.542,20.471,41.008,8.675,11.5,299.625,96.375,25.379,77.0,0.0,21.508,2023-04-02,4,7,2,0.8660254037844387,-0.4999999999999998,-2.4492935982947064e-16,1.0,3.06670318742457,5.705863640860025,0.499195278969957,71.708,78.542,19.396,37.971,3.462,5.146,168.042,96.333,71.93066666666667,6.502859781154732,79.50599999999999,-6.165999999999997,1.0749999999999993,3.037000000000006,5.213000000000001,6.354,131.583,0.04200000000000159,-0.26699999999999946,2.6670000000000016,68.042,82.417,77.792
68.042,21.075,47.596,11.567,13.183,321.583,83.583,26.138,78.333,0.25,22.592,2023-04-03,4,1,2,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,3.0944457464900235,5.776360467464392,0.44278931002605265,65.542,71.708,20.471,41.008,8.675,11.5,299.625,96.375,68.43066666666667,3.1013199340540107,74.77985714285714,2.5,0.6039999999999992,6.587999999999994,2.8919999999999995,1.6829999999999998,21.958000000000027,-12.792000000000002,0.7590000000000003,1.3329999999999984,82.417,77.792,73.625
82.417,16.787,33.575,14.029,13.058,373.958,111.833,24.85,74.208,0.0,16.3,2023-04-04,4,2,2,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,2.87846785339334,5.926814019697942,0.49998510796723744,68.042,65.542,21.075,47.596,11.567,13.183,321.583,83.583,72.00033333333333,9.107288747665782,73.86914285714286,14.375,-4.288,-14.020999999999994,2.4619999999999997,-0.125,52.375,28.25,-1.2880000000000003,-4.125,77.792,73.625,96.667
77.792,16.562,29.883,17.425,15.021,435.625,116.417,25.042,68.708,0.0,18.088,2023-04-05,4,3,2,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,2.8657374769378037,6.079074703126996,0.5542281564769267,82.417,68.042,16.787,33.575,14.029,13.058,373.958,111.833,76.08366666666667,7.338184948157045,74.59542857142857,-4.625,-0.22499999999999787,-3.6920000000000037,3.396000000000001,1.963000000000001,61.66699999999997,4.584000000000003,0.19200000000000017,-5.5,73.625,96.667,128.958
73.625,20.229,38.725,22.713,18.025,499.833,103.875,24.992,75.542,0.0,16.521,2023-04-06,4,4,2,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,3.0553681714498646,6.216272712183627,0.522375726275016,77.792,82.417,16.562,29.883,17.425,15.021,435.625,116.417,77.94466666666666,4.397987759573477,73.95257142857143,-4.167000000000002,3.666999999999998,8.842000000000002,5.288,3.003999999999998,64.20800000000003,-12.542000000000002,-0.05000000000000071,6.834000000000003,96.667,128.958,93.167
